customer_id,registration_date,city,age,gender,preferred_payment,snapshot_date,customer_lifetime_days,orders_total,orders_amount_total,orders_amount_mean,orders_quantity_total,orders_cancelled_total,delivered_orders_total,delivered_amount_total,delivered_amount_mean,delivered_orders_30d,delivered_amount_30d,delivered_orders_90d,delivered_amount_90d,days_since_last_order,visits_total,pages_viewed_total,pages_viewed_mean,cart_adds_total,checkout_initiated_total,session_duration_mean,visits_30d,cart_adds_30d,checkout_initiated_30d,visits_90d,cart_adds_90d,checkout_initiated_90d,days_since_last_visit,support_tickets_total,support_rating_mean,support_resolution_days_mean,support_tickets_90d,days_since_last_ticket,churn_flag
192,2022-09-30,Санкт-Петербург,45,Ж,cash,2023-07-01,274,33.0,512205.0,15521.363636363636,74.0,1.0,22.0,341704.0,15532.0,0.0,0.0,3.0,47668.0,73.0,21.0,254.0,12.095238095238095,48.0,11.0,255.47619047619048,3.0,5.0,0.0,9.0,23.0,3.0,13.0,3.0,2.0,8.333333333333334,1.0,11.0,0
194,2023-01-22,Челябинск,35,Ж,card,2023-07-01,160,6.0,84049.0,14008.166666666666,14.0,0.0,5.0,67312.0,13462.4,0.0,0.0,0.0,0.0,200.0,9.0,94.0,10.444444444444445,19.0,4.0,280.6666666666667,2.0,4.0,0.0,5.0,11.0,2.0,27.0,1.0,4.0,5.0,0.0,258.0,1
195,2023-04-24,Ростов-на-Дону,55,Ж,online,2023-07-01,68,10.0,283069.0,28306.9,25.0,5.0,4.0,122927.0,30731.75,0.0,0.0,2.0,39515.0,48.0,11.0,159.0,14.454545454545455,15.0,4.0,263.27272727272725,0.0,0.0,0.0,3.0,3.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,1
196,2022-04-20,Пермь,51,M,cash,2023-07-01,437,7.0,108818.0,15545.42857142857,15.0,2.0,3.0,37405.0,12468.333333333334,0.0,0.0,0.0,0.0,183.0,20.0,250.0,12.5,41.0,11.0,266.9,5.0,10.0,4.0,7.0,15.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0
197,2022-02-01,Казань,25,Ж,cash,2023-07-01,515,10.0,162330.0,16233.0,16.0,2.0,6.0,89517.0,14919.5,0.0,0.0,0.0,0.0,179.0,7.0,95.0,13.571428571428571,12.0,3.0,284.2857142857143,4.0,8.0,2.0,6.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1
198,2022-10-20,Омск,70,M,cash,2023-07-01,254,15.0,208495.0,13899.666666666666,29.0,2.0,7.0,45898.0,6556.857142857143,0.0,0.0,2.0,6748.0,33.0,11.0,140.0,12.727272727272727,32.0,6.0,303.3636363636364,1.0,3.0,0.0,1.0,3.0,0.0,13.0,2.0,2.0,8.0,0.0,159.0,0
199,2023-03-10,Самара,67,M,online,2023-07-01,113,11.0,214357.0,19487.0,22.0,1.0,6.0,76959.0,12826.5,1.0,24064.0,3.0,52087.0,27.0,8.0,142.0,17.75,16.0,3.0,461.0,2.0,4.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0
200,2022-09-09,Новосибирск,32,M,cash,2023-07-01,295,13.0,185338.0,14256.76923076923,23.0,2.0,8.0,123535.0,15441.875,1.0,1133.0,2.0,16673.0,7.0,29.0,385.0,13.275862068965518,54.0,12.0,326.6896551724138,4.0,10.0,2.0,11.0,20.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1
202,2022-07-16,Ростов-на-Дону,24,Ж,cash,2023-07-01,350,17.0,216103.0,12711.941176470587,38.0,5.0,8.0,57092.0,7136.5,0.0,0.0,1.0,5054.0,51.0,11.0,148.0,13.454545454545455,17.0,4.0,252.63636363636363,3.0,1.0,1.0,6.0,9.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0
203,2022-02-16,Санкт-Петербург,41,M,online,2023-07-01,500,8.0,97975.0,12246.875,12.0,2.0,2.0,27406.0,13703.0,0.0,0.0,1.0,15233.0,35.0,2.0,15.0,7.5,8.0,1.0,230.5,1.0,4.0,0.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0
204,2022-02-07,Волгоград,26,M,online,2023-07-01,509,15.0,287852.0,19190.133333333335,30.0,4.0,9.0,200782.0,22309.11111111111,0.0,0.0,0.0,0.0,138.0,18.0,243.0,13.5,43.0,10.0,349.1666666666667,6.0,15.0,4.0,9.0,23.0,6.0,4.0,2.0,2.5,0.0,0.0,105.0,0
205,2022-05-21,Самара,28,Ж,online,2023-07-01,406,12.0,170605.0,14217.083333333334,24.0,4.0,3.0,23618.0,7872.666666666667,0.0,0.0,1.0,10439.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
206,2022-01-09,Ростов-на-Дону,47,Ж,cash,2023-07-01,538,1.0,29446.0,29446.0,2.0,0.0,1.0,29446.0,29446.0,0.0,0.0,0.0,0.0,384.0,4.0,63.0,15.75,12.0,2.0,296.0,1.0,4.0,0.0,3.0,8.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1
208,2022-04-19,Санкт-Петербург,31,Ж,cash,2023-07-01,438,5.0,88059.0,17611.8,12.0,1.0,2.0,26684.0,13342.0,0.0,0.0,0.0,0.0,329.0,9.0,141.0,15.666666666666666,14.0,6.0,355.3333333333333,3.0,5.0,2.0,5.0,10.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0
209,2023-06-12,Уфа,58,M,online,2023-07-01,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,264.0,18.857142857142858,33.0,5.0,392.35714285714283,2.0,4.0,0.0,7.0,18.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,1
210,2023-06-30,Ростов-на-Дону,23,M,card,2023-07-01,1,1.0,18765.0,18765.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,59.0,11.8,8.0,1.0,361.2,0.0,0.0,0.0,1.0,3.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,1
211,2022-07-27,Новосибирск,66,Ж,card,2023-07-01,339,11.0,88522.0,8047.454545454545,20.0,2.0,6.0,45693.0,7615.5,1.0,14042.0,1.0,14042.0,24.0,3.0,40.0,13.333333333333334,7.0,2.0,359.0,1.0,1.0,1.0,3.0,7.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0
212,2022-11-30,Красноярск,33,Ж,cash,2023-07-01,213,18.0,232812.0,12934.0,37.0,1.0,8.0,98471.0,12308.875,0.0,0.0,0.0,0.0,227.0,16.0,231.0,14.4375,27.0,4.0,394.1875,5.0,14.0,1.0,10.0,18.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0
213,2022-03-28,Волгоград,36,Ж,card,2023-07-01,460,14.0,280076.0,20005.428571428572,29.0,4.0,8.0,167526.0,20940.75,0.0,0.0,0.0,0.0,94.0,7.0,100.0,14.285714285714286,12.0,3.0,411.85714285714283,0.0,0.0,0.0,3.0,3.0,2.0,55.0,0.0,0.0,0.0,0.0,0.0,1
214,2023-06-25,Новосибирск,58,Ж,cash,2023-07-01,6,26.0,531688.0,20449.53846153846,54.0,7.0,13.0,230090.0,17699.23076923077,0.0,0.0,1.0,13440.0,79.0,1.0,1.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0
215,2023-03-31,Казань,41,M,cash,2023-07-01,92,22.0,338941.0,15406.40909090909,45.0,3.0,15.0,252440.0,16829.333333333332,0.0,0.0,3.0,18057.0,32.0,4.0,36.0,9.0,10.0,0.0,276.0,0.0,0.0,0.0,2.0,6.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0
216,2022-11-29,Ростов-на-Дону,52,Ж,card,2023-07-01,214,17.0,275270.0,16192.35294117647,36.0,3.0,12.0,204584.0,17048.666666666668,2.0,34993.0,4.0,73469.0,23.0,6.0,99.0,16.5,12.0,4.0,345.5,0.0,0.0,0.0,2.0,2.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,1
217,2023-05-05,Нижний Новгород,66,Ж,cash,2023-07-01,57,19.0,285206.0,15010.842105263158,34.0,2.0,13.0,202940.0,15610.76923076923,0.0,0.0,2.0,32542.0,56.0,15.0,211.0,14.066666666666666,29.0,9.0,371.1333333333333,4.0,9.0,2.0,10.0,16.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0
219,2022-04-22,Москва,64,Ж,cash,2023-07-01,435,2.0,30228.0,15114.0,3.0,0.0,2.0,30228.0,15114.0,1.0,13044.0,1.0,13044.0,16.0,8.0,113.0,14.125,8.0,4.0,412.875,2.0,1.0,1.0,3.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1
220,2022-10-25,Новосибирск,77,M,card,2023-07-01,249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,151.0,16.77777777777778,17.0,5.0,512.5555555555555,0.0,0.0,0.0,3.0,5.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,1
221,2022-08-27,Санкт-Петербург,48,M,online,2023-07-01,308,14.0,171572.0,12255.142857142857,24.0,3.0,7.0,97745.0,13963.57142857143,0.0,0.0,1.0,17922.0,54.0,9.0,127.0,14.11111111111111,21.0,3.0,440.0,1.0,4.0,0.0,2.0,5.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0
222,2023-02-14,Ростов-на-Дону,23,Ж,card,2023-07-01,137,24.0,368270.0,15344.583333333334,49.0,7.0,13.0,159051.0,12234.692307692309,1.0,1874.0,3.0,17448.0,25.0,16.0,216.0,13.5,21.0,6.0,343.9375,3.0,7.0,1.0,6.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1
224,2023-04-27,Москва,34,Ж,cash,2023-07-01,65,5.0,84028.0,16805.6,10.0,2.0,1.0,9762.0,9762.0,0.0,0.0,0.0,0.0,344.0,17.0,200.0,11.764705882352942,30.0,6.0,264.6470588235294,1.0,4.0,0.0,7.0,21.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1
225,2023-05-22,Казань,41,M,cash,2023-07-01,40,10.0,127793.0,12779.3,17.0,3.0,5.0,75631.0,15126.2,0.0,0.0,0.0,0.0,193.0,8.0,95.0,11.875,13.0,3.0,337.125,1.0,0.0,0.0,3.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0
227,2022-11-29,Самара,18,Ж,card,2023-07-01,214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,22.0,0.0,0.0,484.0,0.0,0.0,0.0,1.0,0.0,0.0,63.0,1.0,3.0,7.0,0.0,529.0,0
228,2022-08-14,Волгоград,35,M,online,2023-07-01,321,11.0,159632.0,14512.0,17.0,4.0,4.0,54697.0,13674.25,0.0,0.0,0.0,0.0,92.0,16.0,167.0,10.4375,37.0,11.0,278.4375,2.0,6.0,2.0,7.0,15.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0
229,2022-09-22,Санкт-Петербург,18,Ж,card,2023-07-01,282,9.0,116768.0,12974.222222222223,18.0,0.0,8.0,113309.0,14163.625,0.0,0.0,0.0,0.0,143.0,22.0,267.0,12.136363636363637,38.0,10.0,255.63636363636363,2.0,3.0,1.0,13.0,24.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1
230,2022-02-04,Красноярск,54,Ж,online,2023-07-01,512,19.0,272668.0,14350.947368421053,41.0,3.0,14.0,211176.0,15084.0,1.0,18231.0,2.0,26911.0,26.0,5.0,59.0,11.8,9.0,2.0,235.8,0.0,0.0,0.0,3.0,5.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,1
231,2022-07-02,Волгоград,62,M,cash,2023-07-01,364,12.0,92434.0,7702.833333333333,25.0,1.0,8.0,58704.0,7338.0,0.0,0.0,1.0,7783.0,51.0,19.0,276.0,14.526315789473685,45.0,9.0,339.36842105263156,2.0,4.0,0.0,9.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
232,2023-04-28,Омск,47,Ж,cash,2023-07-01,64,10.0,123750.0,12375.0,18.0,3.0,4.0,29814.0,7453.5,0.0,0.0,0.0,0.0,223.0,5.0,60.0,12.0,10.0,1.0,321.6,1.0,0.0,0.0,3.0,5.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,1
233,2022-10-02,Москва,23,M,online,2023-07-01,272,12.0,238748.0,19895.666666666668,27.0,2.0,5.0,75061.0,15012.2,0.0,0.0,1.0,36426.0,37.0,15.0,177.0,11.8,36.0,9.0,254.26666666666668,6.0,13.0,2.0,9.0,20.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0
234,2022-06-29,Нижний Новгород,35,M,card,2023-07-01,367,1.0,44808.0,44808.0,3.0,0.0,1.0,44808.0,44808.0,0.0,0.0,0.0,0.0,312.0,10.0,110.0,11.0,24.0,3.0,196.0,1.0,2.0,0.0,3.0,9.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,1
235,2023-05-01,Омск,67,Ж,card,2023-07-01,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,103.0,12.875,16.0,3.0,334.125,0.0,0.0,0.0,2.0,3.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0
236,2022-07-21,Нижний Новгород,32,Ж,cash,2023-07-01,345,14.0,211601.0,15114.357142857143,27.0,2.0,10.0,153202.0,15320.2,2.0,41028.0,3.0,59817.0,15.0,16.0,201.0,12.5625,33.0,8.0,323.625,2.0,6.0,0.0,7.0,15.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,1
238,2023-01-12,Волгоград,55,Ж,cash,2023-07-01,170,2.0,51803.0,25901.5,5.0,0.0,2.0,51803.0,25901.5,0.0,0.0,0.0,0.0,219.0,10.0,127.0,12.7,17.0,7.0,321.4,2.0,2.0,1.0,5.0,10.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0
239,2022-10-19,Новосибирск,68,Ж,card,2023-07-01,255,1.0,17316.0,17316.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,91.0,7.583333333333333,19.0,5.0,213.83333333333334,4.0,8.0,3.0,7.0,14.0,3.0,6.0,1.0,3.0,10.0,0.0,519.0,1
240,2022-06-25,Санкт-Петербург,61,Ж,cash,2023-07-01,371,4.0,91967.0,22991.75,8.0,2.0,2.0,33879.0,16939.5,0.0,0.0,0.0,0.0,114.0,9.0,87.0,9.666666666666666,24.0,9.0,246.77777777777777,0.0,0.0,0.0,4.0,11.0,4.0,43.0,0.0,0.0,0.0,0.0,0.0,1
242,2022-06-03,Красноярск,44,Ж,card,2023-07-01,393,12.0,158883.0,13240.25,18.0,2.0,7.0,59901.0,8557.285714285714,0.0,0.0,1.0,10669.0,62.0,15.0,207.0,13.8,38.0,6.0,362.6,7.0,15.0,4.0,11.0,25.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0
243,2023-02-22,Москва,50,Ж,card,2023-07-01,129,7.0,122561.0,17508.714285714286,15.0,4.0,2.0,42517.0,21258.5,1.0,32031.0,2.0,42517.0,14.0,1.0,6.0,6.0,0.0,0.0,126.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1
244,2022-04-10,Челябинск,27,Ж,online,2023-07-01,447,2.0,36344.0,18172.0,4.0,0.0,2.0,36344.0,18172.0,0.0,0.0,2.0,36344.0,43.0,20.0,234.0,11.7,36.0,9.0,279.7,2.0,2.0,1.0,10.0,20.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0
245,2022-10-16,Волгоград,38,Ж,online,2023-07-01,258,10.0,185981.0,18598.1,18.0,3.0,5.0,96043.0,19208.6,1.0,15499.0,2.0,29303.0,9.0,2.0,29.0,14.5,3.0,0.0,464.5,0.0,0.0,0.0,2.0,3.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0
246,2022-11-28,Красноярск,36,M,card,2023-07-01,215,2.0,42816.0,21408.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,4.0,1.0,288.0,0.0,0.0,0.0,1.0,4.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,1
248,2022-12-03,Омск,49,M,online,2023-07-01,210,14.0,208341.0,14881.5,27.0,1.0,12.0,176726.0,14727.166666666666,0.0,0.0,0.0,0.0,173.0,15.0,203.0,13.533333333333333,32.0,7.0,286.8,2.0,3.0,1.0,9.0,21.0,4.0,21.0,3.0,2.0,6.0,0.0,178.0,1
249,2022-09-21,Волгоград,67,Ж,online,2023-07-01,283,5.0,64634.0,12926.8,7.0,2.0,2.0,32504.0,16252.0,0.0,0.0,0.0,0.0,180.0,6.0,88.0,14.666666666666666,16.0,4.0,253.5,3.0,9.0,2.0,3.0,9.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0
250,2022-01-13,Ростов-на-Дону,36,Ж,online,2023-07-01,534,17.0,275769.0,16221.70588235294,33.0,2.0,9.0,134907.0,14989.666666666666,1.0,11980.0,1.0,11980.0,14.0,8.0,92.0,11.5,22.0,4.0,289.375,0.0,0.0,0.0,6.0,21.0,3.0,64.0,0.0,0.0,0.0,0.0,0.0,0
251,2022-03-06,Воронеж,23,M,card,2023-07-01,482,2.0,31059.0,15529.5,3.0,1.0,1.0,17088.0,17088.0,0.0,0.0,0.0,0.0,175.0,11.0,158.0,14.363636363636363,24.0,6.0,309.1818181818182,3.0,9.0,2.0,7.0,13.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,1
252,2022-07-30,Казань,30,Ж,cash,2023-07-01,336,10.0,137245.0,13724.5,21.0,1.0,3.0,30021.0,10007.0,0.0,0.0,0.0,0.0,117.0,3.0,47.0,15.666666666666666,4.0,0.0,370.6666666666667,1.0,0.0,0.0,1.0,0.0,0.0,25.0,1.0,2.0,8.0,0.0,466.0,0
255,2023-06-04,Екатеринбург,49,Ж,online,2023-07-01,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,56.0,18.666666666666668,4.0,0.0,522.6666666666666,2.0,4.0,0.0,2.0,4.0,0.0,8.0,1.0,2.0,10.0,0.0,333.0,1
256,2022-04-26,Екатеринбург,40,M,cash,2023-07-01,431,10.0,164105.0,16410.5,23.0,2.0,7.0,123507.0,17643.85714285714,1.0,7646.0,1.0,7646.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
257,2022-01-10,Омск,26,Ж,online,2023-07-01,537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,76.0,15.2,12.0,2.0,346.8,1.0,4.0,1.0,3.0,8.0,1.0,10.0,1.0,2.0,5.0,0.0,120.0,1
258,2022-07-06,Санкт-Петербург,28,M,cash,2023-07-01,360,15.0,283831.0,18922.066666666666,32.0,3.0,10.0,199785.0,19978.5,1.0,15156.0,1.0,15156.0,11.0,20.0,249.0,12.45,44.0,8.0,273.95,3.0,4.0,1.0,8.0,14.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0
259,2022-10-12,Воронеж,43,M,card,2023-07-01,262,3.0,42719.0,14239.666666666666,7.0,1.0,2.0,22340.0,11170.0,0.0,0.0,0.0,0.0,96.0,17.0,189.0,11.117647058823529,34.0,6.0,285.05882352941177,1.0,0.0,0.0,8.0,14.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0
260,2023-01-09,Челябинск,71,Ж,cash,2023-07-01,173,14.0,212940.0,15210.0,28.0,2.0,6.0,78142.0,13023.666666666666,0.0,0.0,0.0,0.0,124.0,5.0,61.0,12.2,14.0,4.0,360.0,2.0,5.0,1.0,5.0,14.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,1
261,2022-12-02,Пермь,23,Ж,online,2023-07-01,211,13.0,150463.0,11574.076923076924,26.0,2.0,6.0,47634.0,7939.0,0.0,0.0,0.0,0.0,106.0,3.0,54.0,18.0,6.0,1.0,505.0,0.0,0.0,0.0,2.0,5.0,0.0,38.0,1.0,3.0,12.0,0.0,150.0,0
262,2022-04-08,Пермь,72,M,cash,2023-07-01,449,21.0,366333.0,17444.428571428572,38.0,3.0,15.0,282798.0,18853.2,2.0,39210.0,3.0,63212.0,25.0,12.0,203.0,16.916666666666668,18.0,8.0,391.1666666666667,1.0,0.0,0.0,5.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0
263,2022-11-01,Екатеринбург,37,M,card,2023-07-01,242,2.0,19957.0,9978.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,182.0,14.0,23.0,6.0,355.9230769230769,4.0,10.0,2.0,6.0,15.0,3.0,11.0,1.0,2.0,0.0,0.0,513.0,1
265,2022-11-05,Уфа,48,Ж,online,2023-07-01,238,29.0,361433.0,12463.206896551725,55.0,3.0,19.0,206961.0,10892.684210526315,0.0,0.0,2.0,12166.0,39.0,10.0,133.0,13.3,18.0,6.0,379.5,1.0,3.0,1.0,6.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0
266,2023-03-14,Челябинск,56,M,cash,2023-07-01,109,2.0,11826.0,5913.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,1.0,144.0,0.0,0.0,0.0,1.0,4.0,1.0,73.0,0.0,0.0,0.0,0.0,0.0,0
267,2022-10-17,Уфа,39,Ж,cash,2023-07-01,257,15.0,251704.0,16780.266666666666,31.0,3.0,10.0,184574.0,18457.4,1.0,8943.0,2.0,12988.0,30.0,7.0,122.0,17.428571428571427,18.0,5.0,461.7142857142857,0.0,0.0,0.0,3.0,6.0,1.0,63.0,0.0,0.0,0.0,0.0,0.0,1
269,2022-09-15,Казань,43,M,card,2023-07-01,289,4.0,59146.0,14786.5,6.0,2.0,2.0,31016.0,15508.0,0.0,0.0,0.0,0.0,125.0,12.0,183.0,15.25,20.0,6.0,393.0833333333333,3.0,6.0,2.0,8.0,13.0,3.0,14.0,3.0,2.0,12.0,0.0,232.0,1
274,2023-01-05,Самара,23,Ж,online,2023-07-01,177,19.0,242001.0,12736.894736842105,34.0,2.0,11.0,169085.0,15371.363636363636,1.0,19660.0,3.0,53202.0,23.0,1.0,23.0,23.0,3.0,0.0,276.0,1.0,3.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0
276,2023-02-13,Челябинск,55,M,card,2023-07-01,138,12.0,190177.0,15848.083333333334,21.0,3.0,4.0,93451.0,23362.75,0.0,0.0,0.0,0.0,254.0,14.0,155.0,11.071428571428571,31.0,7.0,271.92857142857144,1.0,0.0,0.0,7.0,16.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,1
280,2022-11-23,Омск,42,M,cash,2023-07-01,220,19.0,333614.0,17558.63157894737,39.0,3.0,12.0,169963.0,14163.583333333334,2.0,40406.0,5.0,75000.0,9.0,21.0,333.0,15.857142857142858,36.0,12.0,391.76190476190476,4.0,10.0,3.0,12.0,25.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0
281,2022-09-04,Новосибирск,30,M,card,2023-07-01,300,12.0,172611.0,14384.25,26.0,5.0,6.0,90924.0,15154.0,0.0,0.0,1.0,12665.0,54.0,14.0,182.0,13.0,33.0,7.0,337.57142857142856,1.0,3.0,1.0,5.0,10.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0
282,2022-08-22,Москва,29,Ж,card,2023-07-01,313,6.0,63080.0,10513.333333333334,7.0,1.0,3.0,21520.0,7173.333333333333,1.0,5754.0,2.0,18711.0,22.0,10.0,106.0,10.6,12.0,6.0,225.7,2.0,0.0,0.0,4.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0
283,2023-05-04,Красноярск,45,M,cash,2023-07-01,58,2.0,32350.0,16175.0,5.0,1.0,1.0,21240.0,21240.0,0.0,0.0,0.0,0.0,413.0,6.0,69.0,11.5,3.0,2.0,305.6666666666667,0.0,0.0,0.0,2.0,2.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,1
285,2023-06-13,Красноярск,48,Ж,card,2023-07-01,18,13.0,216353.0,16642.53846153846,27.0,2.0,8.0,118907.0,14863.375,0.0,0.0,0.0,0.0,304.0,5.0,54.0,10.8,9.0,3.0,231.0,0.0,0.0,0.0,2.0,4.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0
286,2022-09-21,Воронеж,51,Ж,online,2023-07-01,283,12.0,199421.0,16618.416666666668,25.0,4.0,7.0,94562.0,13508.857142857143,0.0,0.0,2.0,32626.0,35.0,14.0,171.0,12.214285714285714,44.0,9.0,364.85714285714283,4.0,11.0,2.0,7.0,23.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,1
287,2023-01-14,Нижний Новгород,41,Ж,card,2023-07-01,168,15.0,262999.0,17533.266666666666,32.0,2.0,7.0,160823.0,22974.714285714286,0.0,0.0,1.0,38616.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
288,2022-02-28,Уфа,68,Ж,card,2023-07-01,488,1.0,7929.0,7929.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
289,2022-04-09,Ростов-на-Дону,61,M,cash,2023-07-01,448,8.0,157118.0,19639.75,17.0,1.0,3.0,40168.0,13389.333333333334,0.0,0.0,0.0,0.0,103.0,26.0,370.0,14.23076923076923,38.0,10.0,340.46153846153845,5.0,12.0,2.0,12.0,15.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0
290,2023-01-17,Омск,73,M,cash,2023-07-01,165,21.0,425186.0,20246.95238095238,43.0,5.0,12.0,219194.0,18266.166666666668,0.0,0.0,0.0,0.0,101.0,10.0,105.0,10.5,20.0,4.0,259.8,2.0,6.0,0.0,5.0,13.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0
291,2023-06-10,Волгоград,56,M,online,2023-07-01,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,64.0,12.8,11.0,1.0,352.4,0.0,0.0,0.0,1.0,3.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,1
292,2022-07-24,Ростов-на-Дону,74,M,cash,2023-07-01,342,5.0,53332.0,10666.4,5.0,0.0,4.0,44845.0,11211.25,0.0,0.0,0.0,0.0,182.0,19.0,176.0,9.263157894736842,18.0,8.0,235.6315789473684,2.0,1.0,1.0,7.0,6.0,4.0,2.0,2.0,4.0,6.0,1.0,84.0,1
294,2022-12-28,Казань,57,Ж,cash,2023-07-01,185,7.0,115446.0,16492.285714285714,15.0,0.0,6.0,85965.0,14327.5,0.0,0.0,0.0,0.0,93.0,17.0,214.0,12.588235294117647,24.0,6.0,288.4117647058824,3.0,3.0,1.0,8.0,14.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0
295,2022-11-15,Москва,77,Ж,cash,2023-07-01,228,1.0,18340.0,18340.0,2.0,0.0,1.0,18340.0,18340.0,0.0,0.0,0.0,0.0,258.0,9.0,95.0,10.555555555555555,20.0,6.0,150.44444444444446,4.0,11.0,3.0,7.0,16.0,5.0,2.0,1.0,2.0,12.0,0.0,482.0,1
