order_id,customer_id,order_date,product_name,category,quantity,price,amount,status,delivery_days
4775,296,2022-01-08,Шампунь для волос,toys,2,14125.00,28250.00,delivered,1
4776,296,2022-03-25,Монитор 27 дюймов,food,3,6115.00,18345.00,cancelled,0
4777,296,2023-04-16,Шампунь для волос,books,3,10397.00,31191.00,delivered,3
4778,296,2022-08-29,Йогуртница,food,1,11387.00,11387.00,returned,0
4779,296,2023-05-24,Видеокарта RTX,beauty,1,8265.00,8265.00,delivered,6
4780,296,2023-06-13,Джинсы классические,food,3,4719.00,14157.00,delivered,3
4781,296,2022-03-10,Беспроводные наушники,home,1,13690.00,13690.00,cancelled,0
4782,296,2022-04-26,Кофе молотый 500г,food,2,14707.00,29414.00,delivered,9
4783,296,2024-03-21,Беспроводные наушники,books,3,11552.00,34656.00,returned,0
4784,296,2022-06-17,Йогуртница,beauty,1,2132.00,2132.00,cancelled,0
4785,296,2022-01-13,Электрический чайник,home,2,986.00,1972.00,delivered,3
4786,297,2023-09-05,Ноутбук Pro,electronics,3,2064.00,6192.00,delivered,6
4787,297,2023-12-26,Конструктор Lego,home,2,12968.00,25936.00,delivered,10
4788,297,2022-09-11,Монитор 27 дюймов,books,3,8747.00,26241.00,cancelled,0
4789,297,2022-12-16,Кофе молотый 500г,clothing,3,9838.00,29514.00,delivered,5
4790,297,2023-09-18,Смартфон X100,home,3,14945.00,44835.00,cancelled,0
4791,297,2023-05-03,Ноутбук Pro,clothing,3,5312.00,15936.00,delivered,1
4792,297,2024-03-02,Конструктор Lego,beauty,3,9697.00,29091.00,cancelled,0
4793,297,2022-08-16,Монитор 27 дюймов,clothing,2,4537.00,9074.00,cancelled,0
4794,297,2022-01-19,Ноутбук Pro,home,2,12425.00,24850.00,delivered,6
4795,297,2022-09-02,Книга 'Мастер и Маргарита',books,2,5955.00,11910.00,delivered,8
4796,297,2023-06-26,Монитор 27 дюймов,toys,2,14827.00,29654.00,returned,0
4797,297,2022-07-18,Игрушка мягкая,food,3,1912.00,5736.00,returned,0
4798,297,2023-08-13,Шампунь для волос,toys,2,13206.00,26412.00,cancelled,0
4799,297,2022-02-04,Монитор 27 дюймов,toys,2,8790.00,17580.00,delivered,1
4800,297,2023-06-16,Монитор 27 дюймов,home,1,10866.00,10866.00,delivered,6
4801,297,2022-12-17,Книга 'Мастер и Маргарита',electronics,1,4851.00,4851.00,delivered,9
4802,297,2022-07-25,Кофе молотый 500г,home,3,2072.00,6216.00,delivered,8
4803,297,2022-11-18,Конструктор Lego,books,2,2090.00,4180.00,cancelled,0
4804,297,2023-05-01,Футболка хлопок,toys,3,11867.00,35601.00,delivered,5
4805,297,2023-11-21,Гель для душа,beauty,3,6191.00,18573.00,delivered,1
4806,297,2023-09-03,Шампунь для волос,toys,3,14365.00,43095.00,cancelled,0
4807,297,2022-03-14,Кофе молотый 500г,clothing,2,5928.00,11856.00,delivered,10
4808,297,2023-09-13,Шампунь для волос,electronics,2,14678.00,29356.00,returned,0
4809,297,2022-12-11,Смартфон X100,books,1,10960.00,10960.00,delivered,3
4810,297,2023-03-23,Книга 'Мастер и Маргарита',toys,1,8653.00,8653.00,delivered,10
4811,297,2023-01-25,Электрический чайник,clothing,3,6562.00,19686.00,delivered,9
4812,298,2023-02-10,Йогуртница,toys,2,5678.00,11356.00,cancelled,0
4813,298,2023-09-12,Игрушка мягкая,home,1,4124.00,4124.00,delivered,4
4814,298,2023-04-02,Монитор 27 дюймов,toys,1,12521.00,12521.00,delivered,2
4815,298,2023-05-03,Джинсы классические,home,3,11155.00,33465.00,cancelled,0
4816,298,2023-12-04,Футболка хлопок,clothing,3,2702.00,8106.00,delivered,9
4817,298,2023-06-02,Пылесос робот,home,1,11022.00,11022.00,cancelled,0
4818,298,2023-07-02,Видеокарта RTX,books,2,10286.00,20572.00,cancelled,0
4819,298,2022-06-16,Пылесос робот,food,1,12374.00,12374.00,returned,0
4820,298,2024-03-07,Видеокарта RTX,toys,1,2202.00,2202.00,delivered,4
4821,298,2023-04-29,Книга 'Мастер и Маргарита',beauty,2,13172.00,26344.00,delivered,9
4822,298,2022-02-19,Электрический чайник,home,3,9692.00,29076.00,delivered,2
4823,299,2023-03-08,Беспроводные наушники,home,1,6606.00,6606.00,returned,0
4824,299,2023-06-01,Футболка хлопок,electronics,3,4109.00,12327.00,delivered,9
4825,300,2022-12-01,Ноутбук Pro,food,1,8710.00,8710.00,delivered,10
4826,300,2023-10-01,Набор кухонных ножей,home,3,12760.00,38280.00,returned,0
4827,300,2022-10-29,Смартфон X100,toys,3,7496.00,22488.00,delivered,8
4828,300,2022-12-01,Видеокарта RTX,food,2,13292.00,26584.00,delivered,3
4829,300,2024-02-05,Набор кухонных ножей,beauty,2,8681.00,17362.00,delivered,10
4830,300,2023-08-14,Йогуртница,toys,2,12257.00,24514.00,delivered,8
4831,300,2023-06-15,Кроссовки беговые,food,2,7604.00,15208.00,delivered,6
4832,300,2022-04-23,Кофе молотый 500г,clothing,1,12544.00,12544.00,delivered,8
4833,300,2023-07-10,Кофе молотый 500г,home,1,10842.00,10842.00,delivered,6
4834,300,2023-05-06,Монитор 27 дюймов,clothing,2,4885.00,9770.00,cancelled,0
4835,300,2022-06-28,Беспроводные наушники,food,2,13880.00,27760.00,delivered,5
4836,300,2022-08-31,Смартфон X100,books,2,11156.00,22312.00,delivered,4
4837,300,2024-02-14,Кроссовки беговые,books,1,10976.00,10976.00,cancelled,0
4838,300,2022-03-08,Пылесос робот,books,2,9124.00,18248.00,delivered,6
4839,301,2022-10-18,Книга 'Мастер и Маргарита',toys,3,6266.00,18798.00,cancelled,0
4840,301,2022-12-31,Монитор 27 дюймов,beauty,3,1109.00,3327.00,delivered,7
4841,303,2023-01-30,Ноутбук Pro,books,2,3701.00,7402.00,cancelled,0
4842,303,2023-08-25,Футболка хлопок,beauty,3,14247.00,42741.00,delivered,3
4843,303,2023-08-30,Шампунь для волос,books,3,3282.00,9846.00,delivered,6
4844,303,2022-08-28,Кофе молотый 500г,toys,3,2453.00,7359.00,cancelled,0
4845,303,2023-05-02,Беспроводные наушники,clothing,3,2866.00,8598.00,cancelled,0
4846,303,2022-12-09,Видеокарта RTX,beauty,2,1954.00,3908.00,delivered,3
4847,303,2022-11-16,Электрический чайник,food,2,1244.00,2488.00,delivered,5
4848,303,2023-04-10,Футболка хлопок,food,1,7331.00,7331.00,delivered,8
4849,303,2024-02-21,Ноутбук Pro,electronics,1,3012.00,3012.00,cancelled,0
4850,303,2023-02-20,Беспроводные наушники,books,1,11370.00,11370.00,delivered,2
4851,303,2023-03-02,Книга 'Мастер и Маргарита',beauty,2,11107.00,22214.00,returned,0
4852,303,2023-03-13,Кофе молотый 500г,books,3,14479.00,43437.00,returned,0
4853,303,2023-01-23,Пылесос робот,beauty,1,8891.00,8891.00,cancelled,0
4854,303,2023-10-10,Игрушка мягкая,electronics,2,8546.00,17092.00,delivered,6
4855,303,2023-01-14,Видеокарта RTX,home,3,2258.00,6774.00,delivered,6
4856,303,2023-10-26,Шампунь для волос,toys,3,13657.00,40971.00,delivered,5
4857,303,2023-04-22,Конструктор Lego,food,1,6120.00,6120.00,delivered,5
4858,303,2022-11-30,Пылесос робот,home,1,3609.00,3609.00,delivered,3
4859,303,2022-07-08,Набор кухонных ножей,clothing,1,7630.00,7630.00,delivered,10
4860,303,2024-01-22,Беспроводные наушники,food,1,5142.00,5142.00,cancelled,0
4861,303,2023-09-09,Футболка хлопок,home,2,9645.00,19290.00,cancelled,0
4862,303,2022-12-26,Кроссовки беговые,toys,2,13208.00,26416.00,cancelled,0
4863,303,2022-06-29,Футболка хлопок,clothing,1,1841.00,1841.00,cancelled,0
4864,303,2024-01-21,Шампунь для волос,home,3,9875.00,29625.00,returned,0
4865,303,2023-01-30,Гель для душа,clothing,1,14813.00,14813.00,cancelled,0
4866,303,2022-08-26,Смартфон X100,food,1,15151.00,15151.00,delivered,8
4867,303,2023-01-09,Набор кухонных ножей,electronics,2,14714.00,29428.00,delivered,6
4868,304,2022-03-09,Пылесос робот,books,2,7784.00,15568.00,delivered,9
4869,304,2023-06-25,Видеокарта RTX,beauty,2,5907.00,11814.00,delivered,2
4870,304,2023-08-24,Набор кухонных ножей,home,2,4434.00,8868.00,delivered,6
4871,304,2023-02-15,Ноутбук Pro,beauty,3,9636.00,28908.00,delivered,8
4872,304,2022-09-27,Йогуртница,food,2,6827.00,13654.00,returned,0
4873,304,2023-02-19,Набор кухонных ножей,electronics,1,9731.00,9731.00,delivered,6
4874,304,2022-10-09,Книга 'Мастер и Маргарита',books,2,5747.00,11494.00,returned,0
4875,304,2023-02-02,Смартфон X100,books,1,10551.00,10551.00,delivered,7
4876,304,2022-09-22,Футболка хлопок,electronics,2,5827.00,11654.00,delivered,7
4877,304,2023-06-26,Йогуртница,electronics,1,2335.00,2335.00,cancelled,0
4878,304,2022-03-28,Смартфон X100,toys,2,8741.00,17482.00,cancelled,0
4879,305,2023-01-19,Смартфон X100,toys,3,2834.00,8502.00,delivered,8
4880,305,2023-07-26,Шампунь для волос,books,3,8412.00,25236.00,delivered,8
4881,305,2023-12-13,Кофе молотый 500г,electronics,1,14222.00,14222.00,returned,0
4882,305,2023-11-30,Книга 'Мастер и Маргарита',clothing,1,2347.00,2347.00,returned,0
4883,305,2022-07-22,Футболка хлопок,electronics,2,14005.00,28010.00,cancelled,0
4884,305,2024-02-11,Кофе молотый 500г,clothing,2,14624.00,29248.00,delivered,10
4885,305,2024-02-28,Кроссовки беговые,beauty,3,4323.00,12969.00,delivered,3
4886,305,2022-05-15,Пылесос робот,clothing,1,12923.00,12923.00,delivered,4
4887,305,2023-04-27,Джинсы классические,books,3,6167.00,18501.00,delivered,2
4888,305,2022-05-25,Книга 'Мастер и Маргарита',electronics,1,7832.00,7832.00,delivered,5
4889,305,2022-11-04,Кофе молотый 500г,home,1,8082.00,8082.00,returned,0
4890,305,2023-07-07,Конструктор Lego,beauty,3,12451.00,37353.00,delivered,10
4891,305,2023-05-18,Видеокарта RTX,home,3,12632.00,37896.00,delivered,2
4892,305,2023-07-18,Книга 'Мастер и Маргарита',toys,3,8164.00,24492.00,cancelled,0
4893,305,2022-02-07,Кроссовки беговые,food,1,5031.00,5031.00,returned,0
4894,305,2022-08-16,Видеокарта RTX,clothing,3,11613.00,34839.00,cancelled,0
4895,305,2023-03-06,Набор кухонных ножей,beauty,3,10689.00,32067.00,delivered,2
4896,305,2023-05-18,Кроссовки беговые,toys,2,1207.00,2414.00,delivered,5
4897,305,2022-06-09,Джинсы классические,home,2,6893.00,13786.00,cancelled,0
4898,305,2023-05-13,Футболка хлопок,food,2,3199.00,6398.00,delivered,6
4899,305,2022-08-02,Смартфон X100,books,2,3180.00,6360.00,delivered,7
4900,305,2023-11-30,Набор кухонных ножей,toys,1,3892.00,3892.00,cancelled,0
4901,305,2023-12-07,Монитор 27 дюймов,electronics,2,4621.00,9242.00,cancelled,0
4902,305,2023-11-19,Кофе молотый 500г,beauty,1,3082.00,3082.00,delivered,3
4903,305,2023-01-08,Видеокарта RTX,toys,3,1205.00,3615.00,returned,0
4904,305,2023-03-30,Видеокарта RTX,toys,1,9114.00,9114.00,returned,0
4905,305,2023-06-02,Видеокарта RTX,home,2,10295.00,20590.00,delivered,10
4906,306,2023-04-07,Смартфон X100,toys,3,4466.00,13398.00,cancelled,0
4907,306,2024-03-16,Электрический чайник,electronics,1,13568.00,13568.00,cancelled,0
4908,306,2022-08-17,Пылесос робот,beauty,1,11846.00,11846.00,delivered,5
4909,306,2023-04-02,Кроссовки беговые,books,1,13532.00,13532.00,returned,0
4910,306,2022-03-12,Книга 'Мастер и Маргарита',home,2,7195.00,14390.00,delivered,8
4911,306,2022-03-26,Кофе молотый 500г,books,2,10209.00,20418.00,cancelled,0
4912,306,2022-08-15,Монитор 27 дюймов,clothing,2,860.00,1720.00,delivered,10
4913,306,2023-09-09,Электрический чайник,home,3,4924.00,14772.00,delivered,5
4914,306,2022-03-09,Ноутбук Pro,toys,1,13942.00,13942.00,delivered,7
4915,306,2022-08-07,Кроссовки беговые,electronics,3,12776.00,38328.00,delivered,5
4916,306,2022-05-06,Ноутбук Pro,home,2,2735.00,5470.00,returned,0
4917,306,2022-07-19,Смартфон X100,clothing,2,9627.00,19254.00,returned,0
4918,306,2022-05-23,Гель для душа,beauty,2,2620.00,5240.00,cancelled,0
4919,306,2022-04-08,Электрический чайник,clothing,3,9183.00,27549.00,delivered,10
4920,306,2023-06-04,Монитор 27 дюймов,electronics,2,1097.00,2194.00,delivered,4
4921,306,2023-05-09,Книга 'Мастер и Маргарита',electronics,3,5976.00,17928.00,delivered,9
4922,306,2022-01-17,Книга 'Мастер и Маргарита',books,1,6310.00,6310.00,delivered,1
4923,306,2024-02-18,Шампунь для волос,beauty,3,5684.00,17052.00,delivered,9
4924,306,2023-08-04,Книга 'Мастер и Маргарита',books,3,2643.00,7929.00,returned,0
4925,306,2023-11-09,Кофе молотый 500г,home,1,4404.00,4404.00,returned,0
4926,306,2022-08-31,Пылесос робот,books,3,11819.00,35457.00,cancelled,0
4927,306,2023-04-09,Йогуртница,beauty,1,11608.00,11608.00,returned,0
4928,306,2022-07-06,Монитор 27 дюймов,books,2,5557.00,11114.00,cancelled,0
4929,307,2022-02-03,Футболка хлопок,clothing,3,14345.00,43035.00,delivered,1
4930,307,2024-03-11,Конструктор Lego,toys,1,3108.00,3108.00,cancelled,0
4931,307,2022-11-16,Гель для душа,beauty,2,3157.00,6314.00,delivered,9
4932,307,2022-02-05,Смартфон X100,home,2,8848.00,17696.00,delivered,7
4933,307,2023-01-13,Гель для душа,toys,1,4249.00,4249.00,returned,0
4934,307,2022-04-15,Набор кухонных ножей,electronics,1,4589.00,4589.00,cancelled,0
4935,307,2023-07-29,Гель для душа,food,2,13342.00,26684.00,cancelled,0
4936,307,2022-11-30,Набор кухонных ножей,home,1,10655.00,10655.00,cancelled,0
4937,307,2022-11-21,Ноутбук Pro,food,1,10318.00,10318.00,delivered,6
4938,307,2022-01-19,Шампунь для волос,food,1,11110.00,11110.00,delivered,8
4939,307,2022-09-12,Ноутбук Pro,electronics,1,10218.00,10218.00,delivered,4
4940,307,2023-11-30,Книга 'Мастер и Маргарита',electronics,2,2119.00,4238.00,delivered,10
4941,307,2023-01-14,Футболка хлопок,beauty,2,1835.00,3670.00,delivered,4
4942,307,2023-07-22,Футболка хлопок,home,3,3870.00,11610.00,returned,0
4943,307,2023-05-13,Гель для душа,electronics,3,2768.00,8304.00,delivered,4
4944,307,2023-01-11,Монитор 27 дюймов,books,3,13580.00,40740.00,returned,0
4945,307,2023-06-08,Беспроводные наушники,toys,1,15086.00,15086.00,delivered,1
4946,307,2023-07-20,Беспроводные наушники,books,3,12582.00,37746.00,returned,0
4947,307,2022-06-25,Монитор 27 дюймов,home,2,9316.00,18632.00,cancelled,0
4948,307,2023-06-08,Конструктор Lego,home,2,4802.00,9604.00,delivered,6
4949,307,2023-06-21,Кроссовки беговые,food,3,6759.00,20277.00,cancelled,0
4950,307,2024-01-07,Гель для душа,clothing,3,10116.00,30348.00,returned,0
4951,307,2022-12-30,Кофе молотый 500г,electronics,3,6812.00,20436.00,delivered,1
4952,307,2024-01-24,Кофе молотый 500г,home,3,581.00,1743.00,returned,0
4953,307,2022-12-12,Пылесос робот,clothing,3,2703.00,8109.00,returned,0
4954,307,2023-03-06,Джинсы классические,clothing,2,943.00,1886.00,delivered,7
4955,307,2023-05-27,Смартфон X100,books,2,4527.00,9054.00,returned,0
4956,307,2022-06-13,Пылесос робот,clothing,2,15293.00,30586.00,delivered,7
4957,308,2022-07-20,Электрический чайник,food,3,1806.00,5418.00,cancelled,0
4958,308,2022-04-10,Смартфон X100,toys,3,10683.00,32049.00,delivered,10
4959,309,2023-01-03,Гель для душа,toys,2,10179.00,20358.00,returned,0
4960,309,2022-04-04,Электрический чайник,food,1,12682.00,12682.00,delivered,5
4961,309,2022-11-07,Ноутбук Pro,beauty,2,15468.00,30936.00,cancelled,0
4962,310,2022-01-11,Кроссовки беговые,clothing,3,8734.00,26202.00,cancelled,0
4963,310,2024-03-25,Кроссовки беговые,food,1,2274.00,2274.00,delivered,7
4964,310,2022-10-03,Книга 'Мастер и Маргарита',food,1,2810.00,2810.00,delivered,5
4965,310,2023-01-15,Джинсы классические,clothing,2,11363.00,22726.00,cancelled,0
4966,310,2023-07-13,Набор кухонных ножей,clothing,1,7850.00,7850.00,returned,0
4967,310,2024-02-10,Кроссовки беговые,home,1,14734.00,14734.00,delivered,6
4968,310,2022-04-24,Видеокарта RTX,books,1,13823.00,13823.00,delivered,1
4969,310,2023-05-08,Смартфон X100,home,3,9812.00,29436.00,cancelled,0
4970,310,2023-08-08,Гель для душа,clothing,3,6820.00,20460.00,delivered,7
4971,310,2022-02-23,Книга 'Мастер и Маргарита',food,1,12612.00,12612.00,delivered,4
4972,310,2022-03-14,Джинсы классические,home,3,2452.00,7356.00,delivered,8
4973,310,2023-06-08,Конструктор Lego,electronics,3,10150.00,30450.00,returned,0
4974,310,2023-04-17,Видеокарта RTX,beauty,3,2902.00,8706.00,delivered,9
4975,310,2023-08-08,Гель для душа,home,2,1386.00,2772.00,delivered,4
4976,310,2023-08-04,Йогуртница,beauty,1,8971.00,8971.00,delivered,6
4977,310,2023-02-15,Гель для душа,home,1,10707.00,10707.00,cancelled,0
4978,310,2023-01-15,Конструктор Lego,beauty,3,9335.00,28005.00,delivered,4
4979,311,2023-12-25,Кроссовки беговые,home,3,6307.00,18921.00,delivered,4
4980,311,2022-05-23,Футболка хлопок,beauty,3,12648.00,37944.00,cancelled,0
4981,311,2022-09-27,Конструктор Lego,toys,3,3369.00,10107.00,delivered,4
4982,311,2022-12-17,Беспроводные наушники,clothing,1,10098.00,10098.00,delivered,4
4983,311,2022-03-14,Кофе молотый 500г,toys,1,15360.00,15360.00,delivered,3
4984,311,2022-05-01,Книга 'Мастер и Маргарита',food,1,15389.00,15389.00,delivered,6
4985,311,2023-01-24,Смартфон X100,home,1,7646.00,7646.00,delivered,6
4986,311,2023-04-08,Йогуртница,clothing,2,6104.00,12208.00,delivered,9
4987,311,2022-01-04,Видеокарта RTX,electronics,2,6737.00,13474.00,cancelled,0
4988,311,2023-05-15,Видеокарта RTX,toys,1,5943.00,5943.00,delivered,1
4989,311,2023-07-21,Монитор 27 дюймов,electronics,1,9359.00,9359.00,returned,0
4990,311,2023-04-08,Джинсы классические,toys,2,7579.00,15158.00,delivered,4
4991,311,2023-12-25,Книга 'Мастер и Маргарита',food,1,3111.00,3111.00,delivered,4
4992,311,2023-05-14,Ноутбук Pro,books,1,8294.00,8294.00,delivered,6
4993,311,2024-01-21,Беспроводные наушники,electronics,3,8848.00,26544.00,cancelled,0
4994,311,2023-11-02,Монитор 27 дюймов,beauty,3,11989.00,35967.00,delivered,5
4995,311,2023-11-08,Книга 'Мастер и Маргарита',beauty,3,6701.00,20103.00,delivered,7
4996,311,2022-07-08,Игрушка мягкая,electronics,3,12933.00,38799.00,returned,0
4997,311,2024-02-01,Электрический чайник,food,2,15076.00,30152.00,delivered,9
4998,311,2022-12-09,Электрический чайник,electronics,3,1440.00,4320.00,cancelled,0
4999,311,2023-11-15,Книга 'Мастер и Маргарита',books,2,10916.00,21832.00,returned,0
5000,311,2024-02-14,Джинсы классические,food,2,1981.00,3962.00,returned,0
5001,311,2023-01-06,Книга 'Мастер и Маргарита',clothing,1,12191.00,12191.00,cancelled,0
5002,312,2023-02-22,Беспроводные наушники,clothing,2,11033.00,22066.00,delivered,8
5003,312,2023-09-11,Кофе молотый 500г,home,2,3893.00,7786.00,returned,0
5004,312,2023-05-21,Гель для душа,beauty,1,1282.00,1282.00,returned,0
5005,312,2024-03-18,Конструктор Lego,toys,1,12166.00,12166.00,delivered,3
5006,312,2024-02-23,Монитор 27 дюймов,toys,2,5018.00,10036.00,delivered,3
5007,312,2023-12-27,Книга 'Мастер и Маргарита',beauty,2,13161.00,26322.00,delivered,10
5008,312,2022-06-26,Набор кухонных ножей,food,1,6925.00,6925.00,delivered,2
5009,312,2022-10-10,Конструктор Lego,toys,3,11202.00,33606.00,returned,0
5010,312,2022-08-17,Ноутбук Pro,books,3,3848.00,11544.00,cancelled,0
5011,312,2023-05-15,Монитор 27 дюймов,books,2,11555.00,23110.00,cancelled,0
5012,312,2022-10-08,Видеокарта RTX,toys,1,11978.00,11978.00,cancelled,0
5013,312,2024-02-17,Книга 'Мастер и Маргарита',books,1,6328.00,6328.00,delivered,7
5014,312,2022-10-28,Шампунь для волос,books,1,3751.00,3751.00,delivered,5
5015,312,2023-09-10,Йогуртница,electronics,3,14148.00,42444.00,delivered,2
5016,312,2023-09-13,Игрушка мягкая,toys,2,669.00,1338.00,returned,0
5017,312,2023-02-12,Игрушка мягкая,home,3,11347.00,34041.00,returned,0
5018,312,2022-10-25,Пылесос робот,books,2,8233.00,16466.00,delivered,2
5019,312,2023-03-29,Игрушка мягкая,clothing,3,13882.00,41646.00,delivered,10
5020,312,2023-04-09,Йогуртница,electronics,3,12630.00,37890.00,delivered,6
5021,312,2022-08-09,Видеокарта RTX,clothing,1,679.00,679.00,delivered,5
5022,312,2022-07-10,Йогуртница,home,1,11612.00,11612.00,delivered,10
5023,313,2023-08-31,Шампунь для волос,books,1,14944.00,14944.00,delivered,10
5024,313,2024-02-29,Смартфон X100,food,3,7284.00,21852.00,delivered,10
5025,313,2023-05-15,Шампунь для волос,home,2,1557.00,3114.00,returned,0
5026,313,2023-02-15,Конструктор Lego,food,3,9109.00,27327.00,cancelled,0
5027,313,2023-11-25,Джинсы классические,books,2,11425.00,22850.00,delivered,6
5028,313,2023-02-03,Джинсы классические,books,2,9756.00,19512.00,cancelled,0
5029,313,2024-01-28,Гель для душа,clothing,1,8172.00,8172.00,delivered,7
5030,313,2023-05-27,Кофе молотый 500г,food,3,13991.00,41973.00,delivered,8
5031,313,2023-06-26,Электрический чайник,beauty,1,10699.00,10699.00,returned,0
5032,313,2024-02-23,Электрический чайник,books,2,6386.00,12772.00,delivered,2
5033,313,2023-08-01,Футболка хлопок,home,3,7508.00,22524.00,delivered,6
5034,313,2022-07-13,Йогуртница,toys,3,2367.00,7101.00,cancelled,0
5035,313,2022-09-30,Конструктор Lego,clothing,1,15413.00,15413.00,delivered,5
5036,313,2022-03-15,Футболка хлопок,clothing,1,3909.00,3909.00,delivered,6
5037,314,2023-01-08,Электрический чайник,books,1,1700.00,1700.00,returned,0
5038,314,2023-12-23,Игрушка мягкая,home,2,14539.00,29078.00,delivered,4
5039,314,2022-10-12,Кроссовки беговые,electronics,2,7155.00,14310.00,returned,0
5040,314,2022-05-23,Игрушка мягкая,toys,1,4651.00,4651.00,delivered,5
5041,314,2023-07-17,Джинсы классические,books,3,3006.00,9018.00,delivered,8
5042,314,2023-09-19,Смартфон X100,clothing,2,14672.00,29344.00,delivered,9
5043,314,2023-01-20,Ноутбук Pro,books,3,14363.00,43089.00,cancelled,0
5044,314,2022-02-25,Кроссовки беговые,clothing,3,5503.00,16509.00,delivered,7
5045,314,2023-02-03,Книга 'Мастер и Маргарита',toys,1,7802.00,7802.00,delivered,6
5046,314,2022-03-12,Беспроводные наушники,electronics,1,753.00,753.00,returned,0
5047,314,2023-06-06,Смартфон X100,beauty,3,14345.00,43035.00,delivered,2
5048,314,2023-09-03,Кофе молотый 500г,food,1,13751.00,13751.00,cancelled,0
5049,314,2022-02-18,Игрушка мягкая,food,1,7131.00,7131.00,returned,0
5050,314,2023-03-24,Пылесос робот,home,3,13566.00,40698.00,delivered,1
5051,314,2024-01-19,Монитор 27 дюймов,books,2,5262.00,10524.00,returned,0
5052,314,2023-09-07,Монитор 27 дюймов,beauty,3,13326.00,39978.00,returned,0
5053,314,2023-10-03,Пылесос робот,clothing,3,2825.00,8475.00,delivered,1
5054,314,2022-04-27,Игрушка мягкая,clothing,3,9913.00,29739.00,returned,0
5055,314,2023-01-04,Набор кухонных ножей,beauty,1,5453.00,5453.00,delivered,6
5056,314,2024-01-26,Джинсы классические,books,3,655.00,1965.00,delivered,3
5057,314,2022-06-27,Футболка хлопок,clothing,1,12239.00,12239.00,returned,0
5058,314,2022-05-24,Футболка хлопок,toys,1,6229.00,6229.00,returned,0
5059,314,2022-06-21,Джинсы классические,toys,1,1652.00,1652.00,cancelled,0
5060,314,2022-12-12,Ноутбук Pro,home,1,6117.00,6117.00,returned,0
5061,314,2022-09-28,Футболка хлопок,clothing,2,15288.00,30576.00,cancelled,0
5062,315,2023-03-25,Беспроводные наушники,books,3,8481.00,25443.00,delivered,10
5063,315,2024-03-07,Пылесос робот,toys,1,5715.00,5715.00,delivered,5
5064,315,2022-08-01,Йогуртница,books,3,6939.00,20817.00,delivered,8
5065,315,2022-05-26,Ноутбук Pro,food,1,2149.00,2149.00,delivered,9
5066,315,2024-01-14,Электрический чайник,food,3,15049.00,45147.00,returned,0
5067,315,2023-10-28,Шампунь для волос,clothing,1,4585.00,4585.00,delivered,6
5068,315,2023-09-22,Набор кухонных ножей,home,3,1592.00,4776.00,cancelled,0
5069,315,2023-09-17,Игрушка мягкая,home,1,8652.00,8652.00,cancelled,0
5070,315,2023-11-26,Набор кухонных ножей,food,2,13995.00,27990.00,returned,0
5071,315,2023-01-05,Пылесос робот,clothing,2,8782.00,17564.00,delivered,3
5072,315,2024-01-07,Набор кухонных ножей,beauty,2,10625.00,21250.00,cancelled,0
5073,315,2023-09-25,Шампунь для волос,food,1,2028.00,2028.00,cancelled,0
5074,315,2022-06-20,Книга 'Мастер и Маргарита',clothing,1,6421.00,6421.00,cancelled,0
5075,315,2023-09-06,Йогуртница,toys,2,15456.00,30912.00,delivered,7
5076,315,2023-12-17,Кроссовки беговые,food,2,7437.00,14874.00,returned,0
5077,315,2023-12-30,Смартфон X100,books,1,5207.00,5207.00,delivered,8
5078,315,2022-11-24,Книга 'Мастер и Маргарита',books,3,7820.00,23460.00,delivered,8
5079,315,2023-06-20,Гель для душа,food,2,11340.00,22680.00,returned,0
5080,315,2022-04-01,Беспроводные наушники,electronics,1,13157.00,13157.00,delivered,2
5081,315,2024-03-21,Ноутбук Pro,home,3,1397.00,4191.00,delivered,5
5082,315,2023-12-11,Книга 'Мастер и Маргарита',toys,1,14734.00,14734.00,delivered,5
5083,316,2023-07-24,Йогуртница,food,3,11911.00,35733.00,delivered,1
5084,316,2022-03-10,Видеокарта RTX,electronics,1,6921.00,6921.00,delivered,2
5085,316,2023-06-04,Пылесос робот,beauty,3,5246.00,15738.00,cancelled,0
5086,316,2023-07-25,Набор кухонных ножей,electronics,1,6827.00,6827.00,returned,0
5087,316,2023-05-24,Игрушка мягкая,electronics,3,11275.00,33825.00,returned,0
5088,316,2022-09-02,Кофе молотый 500г,beauty,1,2801.00,2801.00,delivered,8
5089,318,2023-03-29,Ноутбук Pro,toys,2,588.00,1176.00,delivered,2
5090,318,2022-02-05,Кроссовки беговые,electronics,3,10297.00,30891.00,delivered,1
5091,318,2023-01-11,Джинсы классические,books,1,8330.00,8330.00,delivered,4
5092,318,2023-12-29,Смартфон X100,beauty,1,15298.00,15298.00,returned,0
5093,318,2022-11-10,Видеокарта RTX,food,3,12179.00,36537.00,returned,0
5094,318,2022-06-08,Кофе молотый 500г,clothing,3,12115.00,36345.00,returned,0
5095,318,2022-10-21,Монитор 27 дюймов,books,2,1610.00,3220.00,cancelled,0
5096,318,2022-07-22,Смартфон X100,food,2,11481.00,22962.00,returned,0
5097,318,2022-08-21,Кофе молотый 500г,beauty,1,4108.00,4108.00,delivered,5
5098,318,2023-11-03,Ноутбук Pro,beauty,3,13025.00,39075.00,delivered,6
5099,318,2022-09-01,Шампунь для волос,electronics,2,13169.00,26338.00,delivered,8
