visit_id,customer_id,visit_time,device,pages_viewed,cart_adds,checkout_initiated,session_duration_sec
2226,90,2023-03-18 09:59:44,desktop,5,4,1,160
2227,90,2023-07-01 09:58:40,desktop,11,2,1,363
2228,90,2024-02-01 00:45:05,mobile,17,4,0,323
2229,90,2023-02-28 01:20:42,desktop,19,1,1,551
2230,90,2023-02-08 19:55:50,tablet,3,4,1,54
2231,90,2023-05-24 07:26:22,mobile,22,0,0,264
2232,90,2023-02-26 06:22:58,mobile,16,0,0,256
2233,90,2023-09-15 15:02:22,desktop,24,0,0,840
2234,90,2024-01-05 17:31:25,desktop,19,2,1,304
2235,90,2024-03-09 14:35:33,tablet,5,4,1,160
2236,90,2023-12-19 20:41:17,mobile,21,4,1,777
2237,90,2024-03-02 09:57:53,mobile,5,4,0,140
2238,90,2023-03-10 05:22:42,mobile,6,0,0,156
2239,90,2023-04-09 01:33:19,tablet,7,1,1,70
2240,90,2023-05-16 09:10:55,desktop,16,2,1,448
2241,90,2023-01-29 08:08:10,tablet,24,0,0,864
2242,90,2024-01-30 13:46:52,tablet,15,1,0,150
2243,90,2023-10-27 04:14:57,mobile,23,3,1,828
2244,90,2023-04-05 02:53:16,mobile,14,2,1,532
2245,90,2023-05-06 11:31:41,tablet,2,0,0,74
2246,90,2023-12-22 06:19:34,desktop,17,1,1,476
2247,90,2023-08-10 09:37:37,mobile,16,2,1,336
2248,90,2023-07-28 03:25:21,tablet,18,1,0,558
2249,90,2023-06-22 05:02:13,tablet,22,1,1,396
2250,90,2023-03-01 02:00:11,tablet,14,4,1,378
2251,90,2023-04-06 07:33:03,desktop,25,3,0,250
2252,90,2023-07-01 09:06:38,mobile,6,0,0,120
2253,91,2023-01-01 03:26:59,mobile,14,3,1,266
2254,91,2023-07-12 12:48:13,desktop,9,0,0,207
2255,91,2023-07-08 07:03:07,desktop,15,2,0,165
2256,91,2023-08-19 15:14:13,desktop,23,0,0,299
2257,91,2023-01-01 23:52:08,mobile,7,0,0,98
2258,91,2024-03-05 10:57:16,tablet,7,3,1,238
2259,91,2023-06-25 21:18:25,mobile,1,3,0,36
2260,91,2024-03-13 12:54:30,mobile,14,1,1,252
2261,91,2023-09-06 07:41:41,desktop,22,2,0,286
2262,91,2023-05-26 10:08:45,desktop,4,4,1,100
2263,91,2023-07-30 16:26:13,desktop,17,0,0,357
2264,91,2023-09-04 16:55:09,tablet,17,3,1,204
2265,91,2023-03-29 03:10:10,tablet,11,0,0,132
2266,91,2023-11-13 23:02:43,mobile,16,2,0,352
2267,91,2024-02-25 15:17:12,mobile,19,4,1,703
2268,91,2023-07-23 21:30:10,mobile,17,4,1,170
2269,91,2023-09-12 20:14:08,tablet,7,2,0,189
2270,91,2023-12-03 13:22:21,tablet,25,0,0,400
2271,91,2023-08-11 23:45:49,mobile,2,3,1,52
2272,91,2023-05-07 07:07:06,desktop,3,2,0,105
2273,91,2023-01-24 07:01:03,mobile,24,4,1,600
2274,91,2023-06-27 14:22:52,desktop,15,0,0,525
2275,91,2023-12-30 18:37:28,tablet,5,3,1,175
2276,91,2023-07-09 15:00:41,mobile,18,1,1,576
2277,91,2023-02-20 05:02:04,desktop,11,1,0,264
2278,91,2024-03-07 15:34:27,mobile,6,2,1,84
2279,91,2023-12-17 13:35:03,tablet,11,1,0,220
2280,91,2023-09-11 06:35:58,desktop,2,2,0,34
2281,91,2023-04-02 21:58:23,mobile,13,0,0,507
2282,91,2023-11-14 13:56:50,tablet,19,4,1,285
2283,91,2024-03-06 19:11:50,desktop,3,3,1,48
2284,91,2023-11-11 11:15:11,mobile,11,2,0,341
2285,91,2023-02-19 10:43:19,desktop,2,2,0,50
2286,91,2023-11-16 19:27:45,tablet,1,3,1,32
2287,91,2023-03-31 23:04:10,mobile,4,1,1,100
2288,91,2023-04-29 14:47:26,mobile,23,2,0,736
2289,91,2023-11-06 17:18:38,mobile,4,1,1,156
2290,91,2023-05-15 07:00:00,desktop,22,1,1,220
2291,91,2024-01-15 21:36:58,desktop,11,0,0,407
2292,91,2024-02-18 02:05:05,mobile,12,0,0,132
2293,91,2024-02-14 14:32:25,mobile,15,3,0,300
2294,91,2023-06-08 06:02:03,tablet,4,1,1,76
2295,91,2023-04-05 06:08:38,desktop,15,2,1,225
2296,91,2023-01-03 12:45:17,mobile,21,3,0,630
2297,91,2023-12-05 19:19:32,desktop,1,2,0,16
2298,91,2023-05-29 05:16:32,desktop,8,3,0,224
2299,91,2024-01-05 16:49:03,mobile,16,3,0,224
2300,92,2023-10-03 16:08:32,tablet,9,4,0,351
2301,92,2023-03-24 21:31:58,desktop,2,4,1,24
2302,92,2023-05-03 20:43:27,tablet,19,4,0,190
2303,92,2024-01-15 12:28:44,mobile,18,2,1,360
2304,92,2023-05-01 09:02:52,desktop,14,2,1,476
2305,92,2023-08-29 16:27:32,mobile,5,4,0,90
2306,92,2023-08-16 05:23:54,desktop,1,0,0,10
2307,92,2024-02-06 13:00:09,mobile,9,3,1,108
2308,92,2023-06-08 02:11:23,desktop,2,2,1,58
2309,92,2024-01-21 06:52:23,desktop,22,0,0,726
2310,92,2023-12-19 01:50:32,mobile,16,4,1,576
2311,92,2023-10-24 21:35:56,desktop,4,2,0,72
2312,92,2023-02-16 03:56:10,desktop,11,0,0,352
2313,92,2023-06-23 21:37:03,desktop,11,2,0,352
2314,92,2023-06-02 23:13:44,tablet,23,1,0,322
2315,92,2023-07-21 01:27:31,desktop,12,0,0,156
2316,92,2024-02-17 03:37:50,mobile,4,2,1,116
2317,92,2024-03-20 16:16:58,mobile,25,2,0,325
2318,92,2023-07-19 01:18:10,tablet,13,3,1,286
2319,92,2023-09-21 21:15:12,desktop,18,2,0,648
2320,92,2023-04-30 19:21:03,tablet,13,0,0,455
2321,92,2023-08-19 16:42:06,mobile,7,1,0,133
2322,92,2023-10-09 18:15:07,tablet,4,0,0,108
2323,92,2023-06-19 02:39:06,desktop,22,4,1,770
2324,92,2023-07-02 10:18:22,mobile,22,2,1,330
2325,92,2023-06-06 13:32:33,tablet,20,1,1,560
2326,92,2023-03-09 06:38:33,tablet,1,2,0,31
2327,92,2023-10-25 01:05:51,desktop,5,1,1,105
2328,92,2023-06-06 03:39:00,desktop,10,3,1,340
2329,92,2024-03-15 12:47:41,mobile,20,4,1,600
2330,92,2024-03-18 21:06:02,tablet,19,1,1,380
2331,92,2023-01-15 11:29:38,tablet,14,2,1,364
2332,92,2023-04-07 02:19:40,tablet,17,4,1,612
2333,92,2023-03-26 07:03:35,mobile,1,0,0,18
2334,92,2023-02-13 16:18:47,tablet,4,2,0,140
2335,92,2023-10-16 06:27:45,desktop,3,0,0,51
2336,92,2023-04-29 22:28:28,desktop,24,2,0,648
2337,93,2023-03-15 06:17:34,tablet,18,1,1,270
2338,93,2023-03-26 17:10:35,desktop,10,0,0,250
2339,93,2023-12-06 22:57:01,mobile,7,2,0,217
2340,93,2023-02-25 16:06:16,mobile,21,4,1,504
2341,93,2023-05-28 08:08:57,desktop,20,2,1,300
2342,93,2023-09-05 13:57:34,tablet,3,0,0,78
2343,93,2024-01-10 20:15:18,tablet,3,3,0,69
2344,93,2023-11-03 07:35:54,desktop,15,0,0,330
2345,93,2024-01-25 09:01:44,desktop,6,4,1,144
2346,93,2023-01-27 13:46:35,desktop,3,1,1,75
2347,93,2023-10-18 08:04:44,desktop,19,3,1,266
2348,93,2023-11-16 12:36:48,desktop,19,0,0,456
2349,93,2024-01-18 09:26:15,tablet,5,3,1,160
2350,93,2023-01-10 08:14:21,tablet,6,1,1,96
2351,93,2023-10-07 15:07:43,desktop,1,1,1,15
2352,93,2023-07-12 06:33:27,mobile,8,4,1,312
2353,93,2023-08-16 09:13:58,desktop,2,2,1,52
2354,93,2024-03-04 07:08:27,mobile,21,1,0,609
2355,93,2023-06-04 03:23:48,desktop,24,0,0,696
2356,93,2023-06-24 16:10:02,tablet,12,1,0,456
2357,94,2023-03-14 20:48:37,tablet,23,2,1,345
2358,94,2024-02-21 23:50:07,tablet,9,1,1,153
2359,94,2023-02-12 09:18:08,tablet,12,3,1,276
2360,94,2023-03-20 21:04:14,mobile,17,4,1,578
2361,94,2023-08-25 13:21:18,tablet,20,4,1,360
2362,94,2023-05-24 20:37:57,tablet,8,1,0,168
2363,94,2023-05-20 11:22:11,mobile,10,4,1,260
2364,94,2023-03-06 17:44:19,mobile,24,2,0,432
2365,94,2023-05-09 00:13:49,desktop,24,4,1,288
2366,94,2023-10-01 22:53:39,desktop,25,4,1,975
2367,94,2023-10-05 12:11:32,mobile,24,3,1,744
2368,94,2024-03-23 21:58:02,mobile,8,1,1,192
2369,94,2023-08-18 22:09:15,mobile,5,2,0,80
2370,94,2024-02-24 14:29:41,tablet,23,2,1,897
2371,94,2023-05-09 13:04:09,mobile,13,4,0,260
2372,95,2023-01-20 06:24:52,desktop,12,1,1,120
2373,95,2023-11-24 01:53:56,desktop,18,3,1,234
2374,95,2023-07-11 11:05:23,mobile,17,3,0,442
2375,95,2023-09-30 09:29:27,mobile,13,3,0,312
2376,95,2023-01-02 07:06:32,mobile,16,2,0,224
2377,95,2023-12-23 09:04:44,tablet,21,4,1,231
2378,95,2023-04-11 18:57:51,mobile,1,2,1,16
2379,95,2024-01-17 10:40:09,mobile,20,3,0,200
2380,95,2023-05-13 17:05:27,tablet,11,3,1,231
2381,95,2023-05-05 04:03:23,mobile,9,3,0,90
2382,95,2023-11-06 21:27:16,mobile,7,4,1,98
2383,95,2023-10-16 20:29:08,tablet,24,2,1,840
2384,95,2023-08-06 02:57:48,mobile,20,2,0,360
2385,95,2023-04-20 21:57:48,mobile,6,2,1,144
2386,95,2024-01-06 00:43:45,mobile,8,1,0,200
2387,95,2023-05-19 19:48:52,tablet,13,0,0,299
2388,95,2023-03-16 13:02:48,tablet,20,1,0,660
2389,96,2023-09-14 01:01:05,desktop,1,0,0,39
2390,96,2024-01-21 14:48:52,tablet,8,4,1,248
2391,96,2023-01-02 16:06:29,tablet,4,3,0,68
2392,96,2023-03-17 19:25:30,desktop,1,2,0,35
2393,96,2023-10-18 00:25:07,desktop,8,0,0,160
2394,96,2023-10-19 12:02:28,tablet,24,3,0,384
2395,96,2023-02-14 16:35:09,desktop,24,2,1,936
2396,96,2023-09-25 08:40:28,tablet,24,1,0,288
2397,96,2023-03-02 00:42:32,tablet,22,1,1,836
2398,96,2023-05-16 22:28:15,tablet,25,1,1,450
2399,96,2023-03-03 16:30:41,desktop,4,4,1,156
2400,96,2023-12-18 05:49:48,mobile,21,0,0,735
2401,96,2023-02-23 00:03:20,mobile,5,4,0,105
2402,96,2024-03-16 00:27:06,tablet,24,3,0,672
2403,96,2023-06-14 15:51:47,tablet,13,4,1,169
2404,96,2023-10-10 05:07:19,mobile,4,1,1,120
2405,96,2023-08-30 05:42:38,tablet,9,0,0,162
2406,96,2023-01-29 14:02:14,desktop,19,0,0,703
2407,96,2023-04-11 00:50:28,desktop,23,0,0,276
2408,96,2023-10-19 23:02:03,mobile,17,2,0,663
2409,96,2023-08-28 03:51:44,mobile,10,2,1,120
2410,96,2023-07-29 04:44:27,desktop,17,2,1,221
2411,96,2023-11-20 19:59:27,mobile,24,3,1,360
2412,96,2024-03-01 12:13:06,desktop,11,3,1,198
2413,96,2023-12-24 08:29:54,desktop,14,3,1,196
2414,96,2023-02-21 04:43:15,desktop,9,2,1,126
2415,96,2024-03-23 09:50:17,tablet,5,3,1,175
2416,96,2023-01-22 05:37:43,tablet,19,0,0,323
2417,96,2023-01-11 20:21:02,desktop,4,4,1,52
2418,96,2023-09-20 15:54:01,tablet,2,1,1,44
2419,96,2023-11-28 01:17:14,tablet,12,3,1,192
2420,96,2023-05-23 11:13:42,mobile,22,4,1,748
2421,96,2023-05-24 07:20:22,tablet,16,4,0,448
2422,96,2023-10-09 08:34:50,mobile,14,4,1,280
2423,96,2024-01-28 23:04:21,desktop,9,2,0,324
2424,96,2023-05-21 01:37:07,desktop,14,0,0,322
2425,96,2024-02-26 13:06:41,mobile,17,0,0,595
2426,96,2023-02-06 13:01:06,tablet,17,4,1,646
2427,96,2023-12-07 11:11:48,desktop,16,3,0,192
2428,96,2024-03-16 03:52:41,desktop,15,3,0,465
2429,97,2023-05-08 03:43:08,mobile,20,3,0,560
2430,97,2023-04-03 04:52:36,desktop,2,3,1,56
2431,97,2023-07-01 22:49:17,mobile,7,4,0,112
2432,97,2023-11-14 13:11:54,desktop,18,0,0,270
2433,97,2023-01-02 14:17:56,mobile,17,0,0,595
2434,97,2023-11-01 12:39:04,desktop,9,4,1,117
2435,97,2023-01-12 08:30:12,mobile,14,4,0,280
2436,97,2024-03-03 07:21:53,desktop,13,3,1,312
2437,97,2024-02-28 07:28:06,mobile,22,1,1,726
2438,97,2023-10-16 13:53:08,mobile,25,1,0,525
2439,97,2023-09-09 01:16:23,tablet,15,4,1,450
2440,97,2023-10-30 01:29:22,desktop,7,2,1,112
2441,97,2023-06-08 13:44:43,desktop,19,4,0,741
2442,97,2023-01-16 06:25:09,mobile,24,3,1,912
2443,97,2023-02-28 01:18:26,tablet,7,3,1,231
2444,97,2023-06-18 16:20:23,tablet,24,1,1,552
2445,97,2023-09-01 17:26:10,mobile,6,4,0,162
2446,97,2023-09-07 18:49:57,tablet,22,4,1,286
2447,97,2023-05-06 05:36:17,desktop,1,4,0,23
2448,97,2023-12-07 05:27:11,tablet,3,3,1,39
2449,97,2023-09-25 00:12:33,mobile,24,2,1,792
2450,97,2023-11-09 20:00:26,desktop,3,3,0,90
2451,97,2023-12-15 21:51:40,mobile,6,3,1,84
2452,97,2024-02-17 12:39:35,desktop,8,2,0,160
2453,97,2023-05-16 17:47:11,mobile,4,4,1,52
2454,97,2023-08-06 10:52:56,tablet,18,3,0,198
2455,97,2024-03-02 00:16:33,mobile,15,4,1,330
2456,97,2023-03-01 22:50:24,mobile,6,3,1,162
2457,97,2023-05-17 13:51:08,desktop,21,0,0,399
2458,97,2023-05-07 15:46:05,desktop,5,1,1,190
2459,97,2023-01-23 00:30:36,mobile,13,3,1,234
2460,97,2023-04-06 06:58:55,mobile,17,2,0,476
2461,97,2023-05-16 10:12:17,tablet,7,4,1,217
2462,97,2023-01-26 18:26:14,desktop,7,1,0,112
2463,97,2023-12-31 09:28:10,tablet,13,1,0,351
2464,97,2023-10-28 06:33:42,mobile,7,1,1,238
2465,97,2023-06-18 11:25:49,tablet,11,2,1,363
2466,97,2023-05-18 01:39:34,tablet,14,2,0,308
2467,98,2023-09-08 04:53:23,mobile,12,4,1,312
2468,98,2024-01-13 06:41:16,desktop,3,4,1,54
2469,98,2023-06-05 09:08:20,tablet,15,0,0,315
2470,98,2023-08-08 06:51:48,desktop,8,4,0,104
2471,98,2023-07-23 06:17:24,desktop,16,0,0,624
2472,98,2024-03-16 02:20:40,mobile,7,1,1,161
2473,98,2023-09-27 00:19:15,desktop,16,4,1,320
2474,98,2023-05-11 14:44:06,tablet,17,1,0,187
2475,98,2023-10-26 00:24:39,desktop,14,4,0,406
2476,98,2023-11-18 08:41:36,tablet,25,1,0,300
2477,98,2023-06-30 23:13:52,desktop,24,2,0,312
2478,98,2024-01-07 02:04:18,mobile,24,0,0,384
2479,98,2023-08-31 09:48:48,mobile,13,3,1,338
2480,98,2023-11-24 06:55:45,desktop,2,4,0,72
2481,98,2023-11-01 16:35:43,desktop,17,0,0,459
2482,98,2023-05-09 17:00:03,tablet,15,4,0,315
2483,98,2024-03-05 15:29:07,mobile,11,1,1,176
2484,98,2024-01-26 15:34:58,desktop,24,1,0,432
2485,98,2023-05-12 06:15:58,mobile,24,1,1,744
2486,98,2023-11-21 10:09:34,mobile,24,4,0,936
2487,98,2023-11-23 23:24:52,tablet,22,2,0,418
2488,98,2023-03-17 13:49:25,desktop,5,1,1,150
2489,98,2024-01-16 15:19:44,tablet,18,0,0,522
2490,98,2024-02-08 23:06:24,desktop,1,1,0,32
2491,98,2023-07-02 04:23:15,mobile,13,4,0,130
2492,98,2023-08-08 21:17:41,tablet,14,0,0,532
2493,98,2024-03-30 23:43:22,desktop,9,3,1,126
2494,98,2023-07-02 11:28:58,desktop,9,0,0,135
2495,98,2024-03-09 09:59:08,desktop,10,3,1,380
2496,98,2023-09-06 11:59:07,mobile,22,3,0,550
2497,98,2023-08-26 19:54:40,mobile,5,4,1,175
2498,98,2024-01-07 01:37:29,tablet,19,0,0,266
2499,99,2023-11-06 10:54:11,mobile,2,1,1,78
2500,99,2023-06-28 09:55:15,mobile,15,1,1,585
2501,99,2023-01-07 22:45:39,tablet,19,0,0,380
2502,99,2024-02-24 16:55:26,mobile,1,0,0,13
2503,99,2023-05-02 05:47:42,tablet,1,3,1,18
2504,99,2023-08-29 22:07:31,desktop,21,2,0,630
2505,99,2023-10-06 22:34:09,tablet,13,0,0,234
2506,99,2023-05-11 09:00:26,mobile,1,0,0,28
2507,99,2023-06-18 23:12:57,tablet,7,3,1,182
2508,99,2024-03-30 23:26:45,tablet,7,4,1,273
2509,99,2024-02-11 08:39:27,mobile,18,0,0,306
2510,99,2023-09-16 09:25:56,mobile,18,2,1,198
2511,99,2023-09-22 10:01:53,tablet,21,3,0,777
2512,99,2023-11-27 10:19:57,mobile,15,2,0,315
2513,99,2023-12-07 14:29:50,desktop,18,3,1,342
2514,99,2023-03-27 18:58:09,mobile,25,4,0,275
2515,99,2024-01-26 23:53:26,tablet,13,3,1,494
2516,99,2023-08-31 19:31:25,mobile,6,0,0,102
2517,99,2024-03-31 08:06:01,tablet,14,0,0,294
2518,99,2024-02-19 21:11:20,mobile,9,2,0,351
2519,99,2024-01-06 03:54:52,tablet,3,2,1,72
2520,99,2023-06-14 02:40:09,mobile,8,2,1,160
2521,99,2023-11-11 12:56:14,tablet,24,2,1,240
2522,99,2023-04-17 06:42:13,desktop,9,4,1,108
2523,99,2023-09-09 05:10:07,desktop,25,1,1,700
2524,99,2023-08-22 02:41:42,desktop,8,0,0,120
2525,99,2023-11-14 03:32:04,mobile,16,1,1,624
2526,99,2023-10-30 15:58:41,desktop,3,1,0,99
2527,99,2023-09-18 06:19:00,tablet,9,3,1,315
2528,99,2023-01-02 08:44:36,tablet,18,3,0,360
2529,99,2024-02-07 08:03:07,mobile,8,4,0,96
2530,99,2023-12-21 15:24:51,desktop,10,3,0,130
2531,99,2023-01-27 10:56:41,desktop,12,0,0,444
2532,99,2023-09-15 03:05:08,desktop,14,4,1,448
2533,99,2023-06-11 03:29:23,tablet,3,2,1,93
2534,99,2023-03-10 22:12:00,desktop,1,3,1,26
2535,99,2023-08-27 19:54:02,mobile,19,4,1,323
2536,99,2024-01-13 18:39:23,desktop,1,4,1,30
2537,99,2024-01-23 16:24:15,desktop,7,2,1,119
2538,99,2023-07-29 08:55:08,tablet,11,2,1,363
2539,100,2023-01-10 06:47:32,mobile,14,2,1,504
2540,100,2023-11-06 19:40:16,desktop,14,3,1,518
2541,100,2023-09-09 21:14:06,desktop,4,1,1,48
2542,100,2023-03-17 06:23:32,desktop,12,3,1,228
2543,100,2023-11-21 10:57:37,tablet,16,1,1,528
2544,100,2023-05-28 11:15:14,mobile,17,0,0,646
2545,100,2023-03-10 00:21:00,desktop,19,4,1,589
2546,100,2023-07-17 18:04:57,mobile,3,0,0,87
2547,100,2023-01-12 10:43:31,desktop,9,3,1,135
2548,100,2023-11-30 05:35:26,mobile,21,0,0,378
2549,100,2023-07-02 21:15:55,desktop,14,1,1,476
2550,100,2023-09-03 22:40:58,mobile,18,1,1,306
2551,100,2023-06-08 16:21:28,mobile,24,1,0,720
2552,101,2023-12-09 21:54:29,tablet,21,1,0,651
2553,101,2023-05-20 13:23:27,tablet,24,1,1,312
2554,101,2024-02-16 07:01:53,tablet,1,2,0,30
2555,101,2023-02-02 17:42:36,tablet,23,3,1,667
2556,101,2023-04-27 20:30:07,tablet,1,4,1,23
2557,101,2024-01-09 01:43:41,mobile,25,0,0,600
2558,101,2023-05-04 05:04:42,desktop,2,0,0,58
2559,101,2023-10-12 00:36:06,desktop,20,2,1,480
2560,101,2023-12-05 19:39:27,tablet,24,1,1,936
2561,101,2024-02-08 10:43:23,tablet,16,4,1,608
2562,101,2023-05-26 01:34:32,tablet,4,2,1,132
2563,101,2023-04-22 10:14:56,tablet,5,2,1,75
2564,101,2023-09-27 08:28:13,desktop,1,4,1,12
2565,101,2023-03-03 14:13:03,tablet,12,2,1,432
2566,101,2023-09-29 00:25:01,tablet,16,0,0,192
2567,101,2023-02-22 21:48:44,tablet,15,3,0,585
2568,101,2024-03-16 12:22:34,desktop,13,4,1,442
2569,101,2023-06-20 17:51:59,mobile,8,0,0,256
2570,101,2023-12-01 19:04:15,desktop,21,0,0,252
2571,101,2024-01-19 20:54:13,mobile,7,0,0,105
2572,101,2023-02-09 02:52:23,mobile,11,0,0,176
2573,101,2023-07-21 18:07:55,mobile,10,1,0,180
2574,101,2024-03-01 20:31:08,desktop,7,3,1,252
2575,101,2024-01-30 19:21:31,desktop,11,0,0,297
2576,101,2023-02-02 13:44:40,mobile,6,4,1,78
2577,101,2023-05-04 13:56:49,tablet,12,3,1,456
2578,101,2023-04-16 22:51:45,desktop,18,0,0,702
2579,101,2023-03-09 06:40:19,tablet,6,3,0,96
2580,101,2024-01-22 03:34:53,desktop,9,0,0,198
2581,101,2023-09-23 18:02:52,desktop,1,4,0,39
2582,101,2023-04-07 00:17:59,desktop,7,4,0,105
2583,101,2023-11-05 10:57:06,mobile,3,0,0,36
2584,101,2024-03-03 23:23:49,mobile,12,1,1,432
2585,101,2023-11-18 10:36:01,desktop,5,3,0,180
2586,101,2023-03-10 17:14:53,tablet,8,0,0,240
2587,101,2024-02-04 08:43:15,desktop,1,3,1,24
2588,101,2023-04-27 10:00:46,tablet,1,0,0,32
2589,101,2024-03-08 03:57:15,mobile,13,1,1,507
2590,101,2024-03-28 14:13:02,desktop,13,2,1,351
2591,101,2023-07-04 02:28:52,desktop,4,2,1,84
2592,101,2023-07-21 02:59:12,tablet,11,4,0,352
2593,101,2023-08-23 06:32:07,mobile,13,4,0,351
2594,101,2023-06-20 17:40:25,desktop,19,2,0,418
2595,101,2024-03-19 13:26:08,tablet,25,1,1,975
2596,101,2023-10-07 12:00:03,tablet,25,0,0,800
2597,101,2023-01-15 21:07:04,desktop,4,1,0,132
2598,101,2023-01-05 11:28:00,mobile,14,2,1,476
2599,101,2023-03-02 18:35:31,tablet,8,4,0,304
2600,101,2024-02-05 14:34:01,mobile,10,0,0,100
2601,101,2024-03-02 16:25:43,mobile,10,0,0,160
2602,102,2023-06-07 22:54:55,mobile,5,1,0,125
2603,102,2023-12-05 11:45:20,mobile,13,4,1,234
2604,102,2023-02-02 02:48:52,desktop,1,3,1,13
2605,102,2023-01-01 17:54:53,mobile,11,3,1,132
2606,102,2023-12-28 13:18:33,tablet,21,4,1,525
2607,102,2024-01-07 19:14:53,tablet,18,3,1,666
2608,102,2023-02-14 14:49:30,tablet,15,4,1,480
2609,102,2024-03-27 12:57:08,tablet,3,4,0,102
2610,102,2024-02-26 05:28:37,desktop,2,2,0,30
2611,102,2024-03-23 07:50:46,mobile,15,1,1,300
2612,102,2023-06-24 21:36:20,mobile,24,0,0,672
2613,102,2024-01-14 03:55:05,mobile,8,2,0,272
2614,102,2023-10-10 18:47:47,desktop,14,3,1,266
2615,102,2023-07-23 15:44:22,tablet,23,0,0,690
2616,102,2023-11-17 19:05:44,desktop,19,4,1,741
2617,102,2024-01-23 05:19:06,desktop,20,2,0,200
2618,102,2023-05-16 01:51:28,desktop,6,3,1,162
2619,103,2023-11-12 06:16:24,tablet,7,3,1,161
2620,103,2023-08-03 04:10:55,mobile,24,4,1,672
2621,103,2023-06-12 09:12:11,mobile,2,2,0,42
2622,103,2024-02-11 17:31:54,tablet,4,0,0,144
2623,103,2023-06-23 12:44:40,desktop,24,3,0,336
2624,103,2023-01-30 05:48:25,mobile,7,4,1,70
2625,103,2023-07-16 07:17:44,mobile,13,2,0,468
2626,103,2023-10-26 08:18:49,desktop,9,1,0,216
2627,103,2023-09-09 01:35:56,desktop,13,4,0,130
2628,103,2023-12-17 07:43:30,mobile,21,3,1,378
2629,103,2023-02-06 21:42:47,desktop,4,0,0,136
2630,103,2023-08-26 18:45:09,tablet,18,1,1,612
2631,103,2024-03-25 17:53:18,desktop,4,4,0,64
2632,103,2023-10-24 02:06:21,mobile,8,2,1,88
2633,103,2023-12-27 01:29:38,mobile,7,1,1,252
2634,103,2023-04-28 09:40:20,mobile,4,3,1,68
2635,103,2023-09-04 05:25:00,tablet,24,0,0,744
2636,103,2023-05-19 21:09:57,tablet,1,4,1,36
2637,103,2024-02-14 18:18:32,tablet,21,1,1,315
2638,103,2023-09-23 05:49:51,tablet,13,0,0,195
2639,103,2023-02-17 11:18:51,desktop,21,3,1,420
2640,103,2023-02-12 16:46:33,tablet,3,3,1,99
2641,103,2023-02-04 04:03:34,desktop,17,1,0,306
2642,103,2024-02-28 23:50:19,desktop,3,3,0,111
2643,103,2023-08-09 14:29:51,mobile,4,1,0,88
2644,103,2024-02-05 13:02:32,tablet,12,3,0,264
2645,103,2023-01-31 08:19:43,mobile,9,3,0,108
2646,103,2023-02-21 18:06:05,desktop,22,1,0,440
2647,103,2023-07-17 07:15:15,desktop,16,0,0,352
2648,103,2023-02-06 06:46:59,mobile,20,4,0,620
2649,103,2023-04-25 19:54:36,desktop,22,4,1,748
2650,103,2023-02-01 03:04:24,desktop,2,0,0,70
2651,103,2024-01-20 11:07:40,desktop,20,4,1,300
2652,103,2024-01-10 20:59:52,mobile,18,2,1,702
2653,103,2023-11-23 08:23:32,mobile,13,0,0,377
2654,103,2024-01-24 15:01:57,desktop,2,4,0,54
2655,104,2023-11-03 17:34:30,mobile,19,2,1,513
2656,104,2023-09-19 22:25:22,desktop,1,1,1,24
2657,104,2023-08-26 15:35:11,desktop,10,3,1,350
2658,104,2024-01-12 10:43:36,desktop,5,2,0,110
2659,104,2023-03-08 21:28:00,tablet,13,1,1,286
2660,104,2023-01-13 19:28:58,desktop,14,3,1,504
2661,104,2023-12-25 23:15:59,tablet,6,0,0,108
2662,104,2023-11-15 01:45:54,mobile,6,1,0,84
2663,105,2023-01-30 01:27:16,desktop,11,2,0,253
2664,105,2023-06-21 20:00:41,desktop,13,4,0,234
2665,105,2023-06-09 11:24:26,desktop,5,3,1,175
2666,105,2023-01-03 22:45:54,mobile,15,1,1,495
2667,105,2023-12-23 14:37:39,mobile,22,3,0,616
2668,105,2023-10-27 03:28:13,mobile,4,1,0,52
2669,105,2024-03-22 19:34:18,mobile,1,4,1,31
2670,105,2023-02-26 10:02:08,desktop,16,2,1,416
2671,105,2023-11-30 09:52:30,desktop,19,3,1,665
2672,105,2023-10-29 22:28:45,mobile,14,1,1,238
2673,105,2023-04-22 13:19:28,desktop,12,2,0,360
2674,105,2023-01-12 09:38:55,tablet,13,3,0,377
2675,105,2023-03-09 22:47:07,desktop,18,1,0,234
2676,105,2024-02-19 10:13:06,desktop,5,0,0,70
2677,105,2023-01-11 13:01:50,mobile,16,1,0,432
2678,105,2023-11-16 21:09:23,tablet,3,3,1,60
2679,105,2024-03-25 10:34:20,mobile,18,1,1,522
2680,105,2024-01-25 00:36:32,mobile,5,0,0,175
2681,105,2023-09-23 09:58:03,mobile,22,2,1,484
2682,105,2024-03-26 02:03:57,mobile,10,1,0,170
2683,105,2023-11-27 16:27:15,desktop,19,4,1,456
2684,106,2023-11-23 01:00:56,mobile,9,3,1,306
2685,106,2024-03-25 11:45:54,mobile,9,1,1,153
2686,106,2024-03-26 20:42:07,desktop,21,3,0,693
2687,106,2024-03-06 00:02:14,mobile,17,2,1,255
2688,106,2023-09-06 11:13:34,desktop,4,0,0,132
2689,106,2023-04-17 20:15:42,mobile,23,0,0,414
2690,106,2023-11-24 21:28:09,mobile,15,1,1,540
